,values
7905,-8.43212
7906,-1.67188
7907,-10.63469
7908,-2.41157
7909,-10.0549
7910,-2.46682
7911,-10.40606
7912,-2.68533
7913,-10.05554
7914,-0.8545
7915,-10.2317
7916,-0.70453
7917,-12.17058
7918,-0.2868
7919,-11.47442
7920,-0.66535
7921,-13.54459
7922,-1.86567
7923,-11.17757
7924,-0.64342
7925,-10.75008
7926,-1.74329
7927,-10.71985
7928,-3.38071
7929,-7.36727
7930,-3.24555
7931,-7.48465
7932,-2.84989
7933,-11.01677
7934,0.01167
7935,-14.41368
7936,-2.91559
7937,-9.68978
7938,-2.01053
7939,-9.74008
7940,-2.22292
7941,-10.54233
7942,-2.15206
7943,-9.37653
7944,-2.55582
7945,-8.75868
7946,-4.18772
7947,-5.61077
7948,-3.56616
7949,-7.10541
7950,-2.38937
7951,-8.3353
7952,-0.68299
7953,-10.16684
7954,-2.37195
7955,-11.49615
7956,-2.40556
7957,-9.39961
7958,-2.12957
7959,-8.71616
7960,-3.6319
7961,-6.55584
7962,-3.22702
7963,-6.09302
7964,-4.43447
7965,-7.39394
7966,-7.10525
7967,-5.78497
7968,-5.30297
7969,-7.64818
7970,-2.04631
7971,-10.17498
7972,-2.82945
7973,-9.13619
7974,-2.69705
7975,-10.44259
7976,-1.91668
7977,-11.81776
7978,-3.22414
7979,-7.79452
7980,-3.52027
7981,-6.40032
7982,-6.9092
7983,-4.65535
7984,-6.13852
7985,-5.36319
7986,-5.43827
7987,-4.82002
7988,-4.30198
7989,-6.51737
7990,-4.04345
7991,-6.54089
7992,-3.74503
7993,-5.71656
7994,-5.0446
7995,-7.71503
7996,-2.13088
7997,-9.33202
7998,-0.34935
7999,-10.38759
8000,-2.25384
8001,-9.77329
8002,-0.41206
8003,-11.72944
8004,-0.62777
8005,-11.66298
8006,0.42977
8007,-11.58142
8008,-2.58038
8009,-8.54958
8010,-3.05091
8011,-6.80838
8012,-3.79245
8013,-6.91803
8014,-2.86521
8015,-8.58795
8016,-5.32917
8017,-8.19463
8018,-2.84127
8019,-9.12647
8020,-1.26518
8021,-10.65851
8022,-2.32493
8023,-11.7293
8024,-3.87493
8025,-9.16442
8026,-2.45646
8027,-6.90326
8028,-3.76067
8029,-5.81404
8030,-2.93692
8031,-7.91706
8032,-5.30476
8033,-5.61169
8034,-7.63296
8035,-3.31669
8036,-7.14198
8037,-1.57585
8038,-8.51978
8039,-1.93274
8040,-10.05124
8041,-1.23686
8042,-10.41564
8043,-2.23202
8044,-8.89286
8045,-2.72531
8046,-10.01966
8047,-3.61192
8048,-8.79963
8049,-3.90773
8050,-8.81818
8051,-0.83144
8052,-10.36774
8053,-1.29145
8054,-9.46298
8055,-0.50765
8056,-11.51289
8057,-1.71092
8058,-9.68636
8059,-4.26181
8060,-6.25131
8061,-5.24852
8062,-5.79643
8063,-7.01993
8064,-5.58443
8065,-6.76377
8066,-4.80211
8067,-7.19076
8068,-3.37115
8069,-8.58523
8070,-1.05149
8071,-9.10011
8072,-3.52685
8073,-8.86668
8074,-0.95052
8075,-11.17777
8076,-1.9178
8077,-10.24176
8078,-4.23846
8079,-6.77446
8080,-3.42194
8081,-7.30521
8082,-4.30315
8083,-8.28624
8084,-4.40698
8085,-5.60205
8086,-4.53802
8087,-4.68487
8088,-3.55471
8089,-6.66871
8090,-5.36774
8091,-6.14086
8092,-3.32193
8093,-7.56281
8094,-3.1402
8095,-8.51819
8096,-4.57805
8097,-5.99898
8098,-4.32197
8099,-6.36049
8100,-3.0124
8101,-7.18783
8102,-3.4812
8103,-8.51071
8104,-3.90888
8105,-8.65174
8106,-2.28578
8107,-8.66439
8108,-3.33535
8109,-8.32829
8110,-2.34712
8111,-9.6352
8112,-1.34001
8113,-10.21068
8114,-1.89249
8115,-11.07241
8116,-0.09973
8117,-11.25146
8118,-0.9206
8119,-12.49808
8120,-1.42961
8121,-13.26889
8122,-2.8644
8123,-10.84748
8124,-0.75336
8125,-11.87608
8126,0.53803
8127,-13.95273
8128,-2.79252
8129,-9.16911
8130,-0.86798
8131,-10.73398
8132,-1.26231
8133,-11.30531
8134,-2.25505
8135,-10.36587
8136,-3.69549
8137,-7.64757
8138,-3.98471
8139,-9.61298
8140,-2.80778
8141,-8.22177
8142,-1.17081
8143,-9.50107
8144,-0.76891
8145,-12.18577
8146,-1.63855
8147,-8.94205
8148,-2.76626
8149,-8.78128
8150,-2.71209
8151,-9.0614
8152,-0.87213
8153,-9.93203
8154,-1.68527
8155,-11.32436
8156,-3.86641
8157,-9.48632
8158,-3.87531
8159,-7.99179
8160,-3.27925
8161,-8.22329
8162,-3.66789
8163,-8.67704
8164,-1.9332
8165,-7.65867
8166,-4.96923
8167,-6.02983
8168,-2.34692
8169,-6.13003
8170,-2.6688
8171,-9.27363
8172,-1.34321
8173,-9.94475
8174,-2.90884
8175,-9.26816
8176,-2.29286
8177,-10.24251
8178,-1.23316
8179,-9.03803
8180,-1.95784
8181,-9.33935
8182,-3.06299
8183,-9.0169
8184,-0.22509
8185,-12.22901
8186,-0.97157
8187,-11.95518
8188,-3.0523
8189,-10.36817
8190,-1.26465
8191,-11.62296
8192,-1.36918
8193,-10.1791
8194,-1.59895
8195,-11.15673
8196,-3.32774
8197,-8.36677
8198,-1.22751
8199,-12.02596
8200,-1.12241
8201,-13.34677
8202,-1.26639
8203,-10.26565
8204,-1.88549
8205,-9.34249
8206,-1.2087
8207,-11.601
8208,-1.46973
8209,-11.29282
8210,-1.59054
8211,-12.15455
8212,1.17635
8213,-14.75536
8214,-2.16272
8215,-13.0106
8216,-2.75465
8217,-7.91497
8218,-3.67639
8219,-10.32895
8220,-2.21746
8221,-9.18426
8222,-1.77581
8223,-8.57556
8224,-4.24512
8225,-7.80973
8226,-3.55609
8227,-9.04079
8228,-3.57252
8229,-8.04732
8230,-1.05342
8231,-12.20151
8232,-2.3281
8233,-9.64374
8234,-1.70877
8235,-8.5414
8236,-4.27952
8237,-8.73631
8238,-3.35853
8239,-7.33321
8240,-3.75086
8241,-5.71172
8242,-5.18847
8243,-5.94346
8244,-4.68806
8245,-4.47772
8246,-7.60681
8247,-3.99419
8248,-7.64909
8249,-4.62433
8250,-7.10191
8251,-4.05519
8252,-6.91837
8253,-4.96188
8254,-6.08359
8255,-5.70589
8256,-7.03
8257,-2.91573
8258,-8.38362
8259,-2.53718
8260,-9.55984
8261,-4.95264
8262,-5.87092
8263,-7.08107
8264,-3.60993
8265,-7.72253
8266,-3.01588
8267,-7.46545
8268,-3.95322
8269,-8.13643
8270,-3.07401
8271,-8.57762
8272,-4.11876
8273,-7.05458
8274,-1.63777
8275,-10.1047
8276,-1.06402
8277,-10.12124
8278,0.07313
8279,-14.392
8280,-0.51966
8281,-13.3235
8282,-0.98994
8283,-11.07353
8284,-0.39525
8285,-12.7624
8286,0.02096
8287,-15.002
8288,-2.14225
8289,-9.18513
8290,0.0766
8291,-12.87583
8292,1.08811
8293,-13.90031
8294,-1.30374
8295,-12.3179
8296,-2.81578
8297,-8.86458
8298,-2.71613
8299,-9.68652
8300,-2.2099
8301,-12.14323
8302,-1.52286
8303,-12.11746
8304,1.16897
8305,-15.78311
8306,0.71608
8307,-14.80795
8308,-0.5604
8309,-11.49155
8310,-0.25548
8311,-11.25594
8312,-3.85006
8313,-7.70384
8314,-3.82512
8315,-6.3515
8316,-5.30476
8317,-7.00526
8318,-2.82677
8319,-8.74514
8320,-3.53965
8321,-6.72579
8322,-5.13355
8323,-6.46312
8324,-4.09541
8325,-4.54847
8326,-6.84745
8327,-3.69395
8328,-7.31951
8329,-3.65609
8330,-7.07709
8331,-3.52132
8332,-8.70674
8333,-4.51248
8334,-7.92402
8335,-3.79509
8336,-8.17719
8337,-2.48658
8338,-8.69944
8339,-1.55647
8340,-11.2934
8341,-1.74998
8342,-9.93406
8343,-1.88717
8344,-9.79838
8345,-3.65137
8346,-9.35091
8347,-1.34978
8348,-10.95803
8349,-2.00472
8350,-11.35866
8351,-1.59819
8352,-11.57658
8353,-2.88023
8354,-8.29517
8355,-3.49892
8356,-7.51484
8357,-2.39436
8358,-8.77581
8359,-2.50682
8360,-9.33836
8361,-2.51336
8362,-10.86021
8363,-1.94586
8364,-9.09223
8365,-3.16506
8366,-9.50316
8367,-3.30436
8368,-8.51184
8369,-2.2172
8370,-8.83935
8371,-2.22136
8372,-7.84813
8373,-4.53203
8374,-6.58698
8375,-5.63831
8376,-5.18643
8377,-6.46112
8378,-5.88955
8379,-4.38798
8380,-5.06395
8381,-4.79598
8382,-5.10424
8383,-5.34475
8384,-4.79512
8385,-6.11122
8386,-4.30506
8387,-5.19532
8388,-5.12987
8389,-4.89531
8390,-3.42238
8391,-7.16957
8392,-3.90745
8393,-6.10592
8394,-6.24326
8395,-3.44864
8396,-7.02412
8397,-6.97376
8398,-5.21166
8399,-5.80607
8400,-5.76293
8401,-6.27091
8402,-5.3699
8403,-4.2784
8404,-6.6933
8405,-2.09251
8406,-9.69606
8407,-0.55844
8408,-10.18197
8409,0.27788
8410,-15.44133
8411,-1.61144
8412,-13.60187
8413,-1.85325
8414,-12.92363
8415,-3.41872
8416,-10.96779
8417,-3.55043
8418,-7.44943
8419,-2.97029
8420,-9.11814
8421,-3.16193
8422,-10.11247
8423,-2.56571
8424,-7.49616
8425,-2.51803
8426,-7.71996
8427,-3.05521
8428,-8.48206
8429,-2.21828
8430,-8.47771
8431,-4.2748
8432,-7.54209
8433,-3.09094
8434,-9.93204
8435,-1.23669
8436,-11.57547
8437,-1.68117
8438,-10.04168
8439,-2.20447
8440,-9.25958
8441,-4.31065
8442,-7.33925
8443,-6.27814
8444,-5.70048
8445,-4.75038
8446,-7.09296
8447,-4.88593
8448,-3.33298
8449,-6.73829
8450,-4.12051
8451,-4.61857
8452,-4.93171
8453,-3.01413
8454,-8.74809
8455,-1.21219
8456,-9.92977
8457,-2.31868
8458,-9.70224
8459,-3.26646
8460,-8.77198
8461,-0.2816
8462,-13.29284
8463,-1.48119
8464,-12.32703
8465,-0.94597
8466,-12.91219
8467,-1.64512
8468,-12.58723
8469,-2.86439
8470,-10.0279
8471,-1.40039
8472,-11.41251
8473,-2.78105
8474,-8.11277
8475,-2.44834
8476,-7.62311
8477,-1.82054
8478,-9.05576
8479,-3.90445
8480,-9.35796
8481,-4.02381
8482,-8.37916
8483,-5.09688
8484,-7.69682
8485,-0.30041
8486,-11.51068
8487,-2.60735
8488,-10.19949
8489,-2.62072
8490,-8.19607
8491,-3.85141
8492,-6.11937
8493,-3.43569
8494,-7.37064
8495,-2.6474
8496,-9.11556
8497,-3.18615
8498,-7.39916
8499,-3.96083
8500,-4.08007
8501,-5.8701
8502,-2.02577
8503,-9.91141
8504,-5.14262
8505,-6.9108
8506,-4.59815
8507,-5.0059
8508,-6.42576
8509,-3.60568
8510,-7.16259
8511,-1.30104
8512,-9.27904
8513,-1.78815
8514,-10.2899
8515,-3.32957
8516,-8.20548
8517,-3.88808
8518,-6.35815
8519,-4.63629
8520,-7.4156
8521,-3.18018
8522,-9.15542
8523,-3.6323
8524,-10.06738
8525,-4.83392
8526,-7.73826
8527,-4.02025
8528,-7.91458
8529,-3.16354
8530,-7.99515
8531,-4.07146
8532,-5.68437
8533,-5.31887
8534,-4.99715
8535,-6.74693
8536,-3.74771
8537,-8.22731
8538,-2.60384
8539,-7.14371
8540,-4.7581
8541,-6.50909
8542,-5.92226
8543,-4.27203
8544,-7.67264
8545,-3.09622
8546,-9.34473
8547,-1.71505
8548,-9.09152
8549,-2.03555
8550,-10.27012
8551,-0.17423
8552,-11.93995
8553,-0.11442
8554,-13.1889
8555,-1.20068
8556,-13.63848
8557,-2.64938
8558,-12.56072
8559,-2.49413
8560,-10.96213
8561,-2.11626
8562,-9.51451
8563,-1.48651
8564,-10.95955
8565,-1.51533
8566,-12.0507
8567,0.4437
8568,-11.3651
8569,0.48205
8570,-15.16845
8571,-3.7857
8572,-10.84385
8573,-1.88843
8574,-11.9558
8575,-1.82714
8576,-11.50015
8577,-0.91154
8578,-10.98442
8579,0.40474
8580,-11.01231
8581,-1.89218
8582,-10.52707
8583,-0.46143
8584,-10.23779
8585,-0.71614
8586,-12.32199
8587,0.77218
8588,-17.90535
8589,-2.31789
8590,-12.08396
8591,-3.50165
8592,-9.08415
8593,-2.30625
8594,-10.43678
8595,-2.82933
8596,-8.60913
8597,-1.72746
8598,-10.49971
8599,-2.35865
8600,-11.01178
8601,-2.05892
8602,-9.88103
8603,-3.0372
8604,-9.97071
8605,-3.16839
8606,-8.21985
8607,-5.04356
8608,-5.00755
8609,-6.30831
8610,-5.12433
8611,-6.69137
8612,-3.51437
8613,-8.80572
8614,-3.1233
8615,-7.96901
8616,-3.01125
8617,-7.59159
8618,-2.85565
8619,-7.90605
8620,-5.86992
8621,-5.80972
8622,-6.92547
8623,-4.11799
8624,-7.91269
8625,-2.81328
8626,-8.5705
8627,-2.1646
8628,-10.5184
8629,-1.19505
8630,-13.35452
8631,-0.03585
8632,-13.05691
8633,-1.52901
8634,-10.08638
8635,-0.47034
8636,-13.90949
8637,-3.67638
8638,-10.06187
8639,-4.51119
8640,-8.24848
8641,-2.3413
8642,-9.62793
8643,-1.62914
8644,-9.94051
8645,-2.83732
8646,-10.33463
8647,-0.40757
8648,-11.56373
8649,-2.51246
8650,-10.03533
8651,-1.52509
8652,-10.52552
8653,-2.70152
8654,-9.93674
8655,-3.41703
8656,-6.54681
8657,-3.32001
8658,-6.5575
8659,-4.46805
8660,-7.36295
8661,-1.43174
8662,-9.20502
8663,-0.19779
8664,-11.87157
8665,-1.1619
8666,-12.83079
8667,-1.16214
8668,-14.09498
8669,-3.48073
8670,-9.19282
8671,-4.25772
8672,-5.84977
8673,-5.44427
8674,-5.89229
8675,-5.41754
8676,-6.33488
8677,-6.07688
8678,-2.74572
8679,-5.2332
8680,-6.85583
8681,-3.50291
8682,-6.46352
8683,-4.9295
8684,-6.43516
8685,-4.8401
8686,-4.7683
8687,-5.98679
8688,-5.27185
8689,-5.79799
8690,-2.40557
8691,-7.0004
8692,-2.01052
8693,-10.44569
8694,-1.58958
8695,-10.50505
8696,-1.4597
8697,-12.09969
8698,-1.3404
8699,-11.44716
8700,-2.89837
8701,-9.73273
8702,-1.77507
8703,-9.90388
8704,-1.84905
8705,-10.33952
8706,-2.46575
8707,-8.00086
8708,-2.13076
8709,-8.23791
8710,-1.94505
8711,-11.15957
8712,-2.70939
8713,-8.82472
8714,-3.2041
8715,-9.38272
8716,-1.86915
8717,-11.06141
8718,-2.08738
8719,-9.46303
8720,0.06088
8721,-13.14478
8722,-1.60566
8723,-13.01739
8724,-1.40246
8725,-10.77398
8726,-0.9004
8727,-10.91649
8728,-0.56155
8729,-8.19982
8730,-2.12705
8731,-9.79682
8732,-1.42749
8733,-11.09184
8734,-0.799
8735,-10.4553
8736,-1.75649
8737,-12.31868
8738,-0.43202
8739,-12.2701
8740,-2.44328
8741,-8.42512
8742,-1.42857
8743,-11.417
8744,-0.3455
8745,-10.65871
8746,0.55004
8747,-14.02716
8748,-0.62326
8749,-12.14338
8750,-0.71677
8751,-12.96083
8752,0.20514
8753,-14.304
8754,-0.7124
8755,-14.4651
8756,0.13498
8757,-12.36389
8758,-0.84302
8759,-10.88527
8760,-1.35642
8761,-11.93212
8762,-0.13415
8763,-12.19737
8764,-0.33914
8765,-10.33322
8766,-2.70364
8767,-8.04537
8768,-4.14343
8769,-9.01335
8770,-4.01394
8771,-5.28705
8772,-3.69325
8773,-6.18469
8774,-5.57329
8775,-5.27979
8776,-7.52612
8777,-4.57909
8778,-6.46793
8779,-3.72613
8780,-7.0557
8781,-3.26611
8782,-7.17029
8783,-5.43591
8784,-6.63969
8785,-5.76139
8786,-6.4013
8787,-5.97544
8788,-4.84839
8789,-5.05867
8790,-6.06483
8791,-4.07076
8792,-6.70708
8793,-2.29211
8794,-8.36399
8795,-2.84009
8796,-8.12615
8797,-0.71637
8798,-12.41836
8799,-1.15085
8800,-12.40073
8801,-1.97734
8802,-9.80664
8803,-1.87899
8804,-9.55501
8805,-1.72883
8806,-9.80983
8807,-1.03288
8808,-10.2045
8809,-2.46667
8810,-10.43155
8811,-3.5962
8812,-10.14692
8813,-3.44508
8814,-6.153
8815,-3.50758
8816,-7.91603
8817,-1.18091
8818,-12.79652
8819,-3.58771
8820,-9.90083
8821,-2.92665
8822,-9.8136
8823,-2.15937
8824,-10.57921
8825,-1.00166
8826,-10.80512
8827,-2.55425
8828,-8.63179
8829,-3.26299
8830,-9.69272
8831,-3.56502
8832,-8.19603
8833,-4.26547
8834,-6.4127
8835,-3.60662
8836,-7.89088
8837,-5.04584
8838,-5.85618
8839,-5.37139
8840,-4.69605
8841,-7.29156
8842,-4.37525
8843,-5.53445
8844,-5.09281
8845,-5.12331
8846,-6.64813
8847,-2.96609
8848,-8.57836
8849,-2.38672
8850,-10.23424
8851,-2.21916
8852,-11.30704
8853,-1.60329
8854,-9.16884
8855,-2.75683
8856,-6.3862
8857,-6.23467
8858,-3.97028
8859,-6.65573
8860,-5.58508
8861,-6.69344
8862,-4.42139
8863,-7.67723
8864,-2.95593
8865,-9.05594
8866,-2.75917
8867,-8.92408
8868,-3.223
8869,-6.09836
8870,-7.74944
8871,-5.01784
8872,-5.52537
8873,-5.39986
8874,-3.8067
8875,-8.04999
8876,-2.24263
8877,-6.38562
8878,-3.1659
8879,-6.53346
8880,-3.25239
8881,-7.23248
8882,-1.76426
8883,-8.27824
8884,-0.91056
8885,-10.61905
8886,-1.66703
8887,-10.89454
8888,-2.26159
8889,-8.12418
8890,-3.04226
8891,-8.7313
8892,-2.00649
8893,-10.78223
8894,-2.50892
8895,-10.27164
8896,-1.23916
8897,-11.31136
8898,-1.80453
8899,-13.5372
8900,-0.33439
8901,-11.74597
8902,-2.10383
8903,-10.19675
8904,-0.67912
8905,-11.53074
8906,0.19913
8907,-15.20717
8908,-2.35804
8909,-10.3494
8910,-0.77941
8911,-9.40249
8912,-0.64201
8913,-11.46
8914,-1.12823
8915,-10.22445
8916,-0.81719
8917,-11.48519
8918,-0.96017
8919,-12.06062
8920,-3.70926
8921,-7.13852
8922,-5.48664
8923,-7.55658
8924,-2.68941
8925,-7.04315
8926,-3.33732
8927,-6.72686
8928,-3.67105
8929,-6.18134
8930,-5.41652
8931,-5.75746
8932,-4.77025
8933,-5.42508
8934,-6.21386
8935,-3.94206
8936,-5.2722
8937,-4.76547
8938,-5.3253
8939,-5.33233
8940,-5.6055
8941,-5.12983
8942,-6.55355
8943,-5.22219
8944,-6.30278
8945,-4.44478
8946,-6.74853
8947,-3.75679
8948,-6.93486
8949,-3.98691
8950,-6.34697
8951,-4.17253
8952,-5.73838
8953,-4.27914
8954,-5.82198
8955,-3.26476
8956,-4.80412
8957,-3.32766
8958,-7.94185
8959,-1.84346
8960,-7.85506
8961,-2.71525
8962,-9.0535
8963,-3.43194
8964,-9.59295
8965,-0.66012
8966,-13.77803
8967,-0.89364
8968,-12.30509
8969,0.45334
8970,-11.99891
8971,-0.18236
8972,-12.50625
8973,-1.81168
8974,-13.88722
8975,-1.54992
8976,-11.74586
8977,-2.74605
8978,-10.63589
8979,-1.68958
8980,-11.0097
8981,-1.38149
8982,-11.48521
8983,-3.36522
8984,-7.7555
8985,-3.94491
8986,-7.7565
8987,-4.95387
8988,-6.36654
8989,-6.36954
8990,-5.38556
8991,-6.97338
8992,-4.67132
8993,-5.26831
8994,-5.42608
8995,-6.01402
8996,-5.42113
8997,-5.57019
8998,-5.49193
8999,-5.88203
9000,-5.25504
9001,-5.42783
9002,-4.24807
9003,-4.15379
9004,-6.10122
9005,-5.92477
9006,-4.30478
9007,-6.40164
9008,-3.21246
9009,-8.68119
9010,-5.09771
9011,-6.19315
9012,-3.72135
9013,-5.7034
9014,-2.61828
9015,-8.27836
9016,-3.44369
9017,-5.10094
9018,-3.94289
9019,-7.07725
9020,-5.18755
9021,-6.29809
9022,-4.84199
9023,-7.17934
9024,-2.8036
9025,-6.80087
9026,-1.87894
9027,-10.77056
9028,-2.23963
9029,-9.6766
9030,-2.66981
9031,-9.03642
9032,-4.18711
9033,-9.13936
9034,-2.13274
9035,-10.41809
9036,-3.45439
9037,-7.39359
9038,-2.23461
9039,-9.43914
9040,-2.12275
9041,-6.7675
9042,-4.2796
9043,-6.77664
9044,-3.93427
9045,-7.64518
9046,-3.06286
9047,-9.36063
9048,-3.22356
9049,-8.14382
9050,-5.74399
9051,-5.32637
9052,-5.75295
9053,-6.9006
9054,-5.31779
9055,-7.28177
9056,-3.48259
9057,-6.96096
9058,-2.82212
9059,-8.09368
9060,-2.60697
9061,-7.35629
9062,-4.38306
9063,-5.48756
9064,-5.42051
9065,-4.65296
9066,-6.97245
9067,-5.59774
9068,-5.15945
9069,-6.07435
9070,-5.27852
9071,-5.47867
9072,-4.16426
9073,-8.57256
9074,-3.40838
9075,-10.58465
9076,0.31444
9077,-13.99661
9078,-1.37458
9079,-10.30629
9080,-2.94912
9081,-7.3908
9082,-3.15831
9083,-7.86656
9084,-2.53285
9085,-9.64585
9086,-0.37015
9087,-12.84433
9088,-1.92016
9089,-9.12637
9090,-4.01081
9091,-8.03933
9092,-2.34638
9093,-11.51455
9094,-2.8261
9095,-9.56364
9096,-2.55528
9097,-10.29595
9098,0.01869
9099,-12.9828
9100,-1.08108
9101,-11.54954
9102,-0.53851
9103,-11.22921
9104,-1.10148
9105,-10.17893
9106,-1.16377
9107,-11.64223
9108,-1.9536
9109,-11.49626
9110,0.56713
9111,-13.86856
9112,-1.49862
9113,-12.25866
9114,-1.26033
9115,-11.16654
9116,0.80333
9117,-14.69894
9118,-1.83172
9119,-10.72605
9120,-2.82475
9121,-8.87955
9122,-3.18314
9123,-7.63702
9124,-0.00952
9125,-12.39016
9126,-0.93616
9127,-11.10046
9128,-1.15501
9129,-13.13563
9130,-3.32914
9131,-9.23962
9132,-3.67289
9133,-8.25252
9134,-3.24624
9135,-5.60472
9136,-1.32785
9137,-10.33811
9138,-4.35688
9139,-6.15097
9140,-7.20141
9141,-5.56553
9142,-5.46127
9143,-7.35653
9144,-2.5283
9145,-10.12604
9146,-2.04534
9147,-9.56732
9148,-5.24297
9149,-8.27108
9150,-5.24739
9151,-6.63122
9152,-4.81248
9153,-7.52165
9154,-4.11475
9155,-9.30148
9156,-3.46671
9157,-7.66946
9158,-2.24316
9159,-9.53524
9160,-0.65685
9161,-12.1936
9162,-0.60527
9163,-12.36724
9164,-1.77136
9165,-10.23808
9166,-1.77681
9167,-9.29233
9168,-0.13122
9169,-14.50809
9170,0.33398
9171,-14.45329
9172,-1.31293
9173,-13.13191
9174,-2.29298
9175,-9.89746
9176,-2.85265
9177,-9.36564
9178,-2.33083
9179,-12.22987
9180,-0.62953
9181,-11.68397
9182,-2.72644
9183,-12.93774
9184,-1.2932
9185,-13.00043
9186,-2.074
9187,-11.32874
9188,-4.22653
9189,-8.30861
9190,-3.61927
9191,-7.04608
9192,-4.17753
9193,-7.39188
9194,-4.11308
9195,-8.01132
9196,-3.08116
9197,-8.39227
9198,-3.73308
9199,-5.14737
9200,-4.80796
9201,-6.26677
9202,-4.24658
9203,-4.87754
9204,-6.91899
9205,-6.49764
9206,-4.21825
9207,-7.48153
9208,-2.46581
9209,-10.71874
9210,-2.81831
9211,-8.4866
9212,-3.62038
9213,-8.58989
9214,-3.48723
9215,-6.84545
9216,-4.47783
9217,-7.46567
9218,-4.16417
9219,-7.0002
9220,-4.20352
9221,-5.93692
9222,-5.04476
9223,-5.75951
9224,-5.50846
9225,-4.2235
9226,-5.20656
9227,-3.655
9228,-7.44884
9229,-3.95643
9230,-4.75352
9231,-6.37908
9232,-6.16445
9233,-5.65272
9234,-4.44269
9235,-8.04036
9236,-3.3097
9237,-8.72878
9238,-1.4062
9239,-11.17537
9240,-3.52793
9241,-7.66223
9242,-1.04035
9243,-11.07743
9244,-2.56196
9245,-8.04171
9246,-4.62232
9247,-5.40364
9248,-6.4769
9249,-1.59812
9250,-11.29504
9251,-1.48675
9252,-11.29291
9253,-2.24907
9254,-10.43435
9255,-0.88707
9256,-12.13986
9257,-0.56717
9258,-10.85967
9259,-1.33184
9260,-10.84711
9261,-2.49457
9262,-9.30218
9263,-3.64241
9264,-6.77432
9265,-5.08842
9266,-6.97124
9267,-3.32631
9268,-7.72734
9269,-3.4822
9270,-7.3901
9271,-3.33454
9272,-9.20946
9273,-0.75014
9274,-13.09665
9275,-0.75121
9276,-11.73954
9277,-1.5551
9278,-11.44995
9279,-2.44159
9280,-13.283
9281,-0.18955
9282,-12.72846
9283,-0.27468
9284,-14.08134
9285,0.84782
9286,-13.50127
9287,0.42445
9288,-14.27162
9289,-1.56528
9290,-10.88134
9291,-2.209
9292,-10.1298
9293,-2.96974
9294,-10.04975
9295,-3.20399
9296,-8.40721
9297,-1.75364
9298,-9.14361
9299,-1.59087
9300,-11.72084
9301,-0.89803
9302,-11.5846
9303,0.30675
9304,-14.02782
9305,1.38046
9306,-13.55207
9307,-0.57411
9308,-13.32843
9309,-0.18881
9310,-12.87067
9311,-2.8744
9312,-9.87251
9313,-0.73109
9314,-12.30783
9315,0.17498
9316,-12.86092
9317,1.22884
9318,-15.87005
9319,-0.63943
9320,-13.32527
9321,-4.15545
9322,-8.56567
9323,-2.58684
9324,-8.27752
9325,-2.37683
9326,-9.07943
9327,-2.39175
9328,-8.98842
9329,-2.77416
9330,-8.04402
9331,-3.37652
9332,-7.83005
9333,-2.32904
9334,-10.00642
9335,-1.98444
9336,-13.00832
9337,-2.35957
9338,-11.23671
9339,-1.99234
9340,-11.16137
9341,-2.2116
9342,-10.70206
9343,-2.08972
9344,-7.75719
9345,-3.33979
9346,-6.74246
9347,-5.06656
9348,-4.5948
9349,-7.31411
9350,-2.84079
9351,-9.25033
9352,-2.86454
9353,-8.91806
9354,-2.52001
9355,-10.89677
9356,-1.42248
9357,-9.73037
9358,-2.68812
9359,-9.91437
9360,-1.44795
9361,-10.19467
9362,-2.15106
9363,-10.09171
9364,0.08155
9365,-13.65559
9366,-1.16554
9367,-11.96817
9368,-0.85403
9369,-10.31323
9370,-2.32251
9371,-10.47432
9372,-3.506
9373,-10.15395
9374,-3.80405
9375,-8.82724
9376,-3.11666
9377,-7.2992
9378,-5.15392
9379,-5.26416
9380,-4.36392
9381,-6.27216
9382,-5.07775
9383,-4.67167
9384,-6.73108
9385,-3.4457
9386,-7.76889
9387,-3.60513
9388,-8.18552
9389,-4.6898
9390,-6.56096
9391,-3.2132
9392,-6.71111
9393,-3.89887
9394,-5.68746
9395,-7.44519
9396,-4.5439
9397,-7.11502
9398,-1.45229
9399,-9.54865
9400,-3.51217
9401,-7.64386
9402,-2.72383
9403,-9.44434
9404,-1.07429
9405,-10.80481
9406,-0.68393
9407,-11.89908
9408,0.3745
9409,-13.13276
9410,-1.28858
9411,-12.23271
9412,-1.15883
9413,-11.13673
9414,-3.15764
9415,-8.38208
9416,-2.8435
9417,-7.63605
9418,-3.12925
9419,-6.99968
9420,-2.71857
9421,-6.94137
9422,-3.89943
9423,-4.79018
9424,-6.63921
9425,-2.61271
9426,-6.87933
9427,-3.32979
9428,-8.43288
9429,-1.9158
9430,-12.27341
9431,-0.20134
9432,-12.34552
9433,-2.85668
9434,-9.17114
9435,-1.09084
9436,-13.56751
9437,-1.22461
9438,-12.67242
9439,-1.23647
9440,-11.1717
9441,-2.34018
9442,-10.3736
9443,-2.49524
9444,-10.84164
9445,-0.5989
9446,-14.94515
9447,-3.13189
9448,-10.76189
9449,-0.82819
9450,-11.84702
9451,-1.36362
9452,-11.15052
9453,-2.61258
9454,-9.3725
9455,-1.38693
9456,-10.27541
9457,-4.14259
9458,-8.13703
9459,-3.83285
9460,-6.64958
9461,-4.82376
9462,-5.90714
9463,-5.39743
9464,-7.20014
